1.17,1.2809
1.5799,0.6373
0.2857,0.662
1.2726,0.744
1.1008,0.0689
0.5865,1.4549
0.8629,1.1028
1.1083,0.7613
2.1316,1.4333
1.8758,0.4588
0.5731,0.9677
1.9597,0.9236
1.2294,1.1009
0.9801,1.0989
1.226,0.7265
0.9352,0.9905
0.9607,0.9479
1.4711,1.1985
1.4456,1.3457
1.4482,1.3508
1.2123,0.7269
0.6182,1.0245
1.2268,0.6161
1.5155,0.6479
1.1546,0.9978
1.3272,1.4847
1.2299,0.7566
0.904,1.1174
1.0929,0.9287
0.751,1.3533
2.6556,0.637
3.0103,1.0332
3.1747,1.2284
3.348,1.8176
3.4883,0.7891
3.0272,1.0592
2.5283,0.9739
2.7653,0.3887
2.6643,0.8612
3.7433,0.4325
2.8053,1.2658
3.2366,0.7192
2.9392,1.0317
3.281,0.8278
2.7581,1.096
2.5566,0.8102
2.5502,1.1549
3.1544,1.2338
2.9439,1.5413
2.938,0.9386
3.4488,0.3238
3.0922,0.7345
3.0626,1.4284
3.5021,0.661
2.7456,1.3039
3.2203,1.0392
3.2641,1.4543
2.9229,0.3799
3.0682,0.9375
2.6313,0.618
5.9196,1.1645
5.261,0.9937
5.4361,0.989
4.6654,0.7476
4.8518,1.3221
4.9138,0.9579
5.3474,0.774
4.9121,1.4273
5.2218,0.9289
4.3512,0.8137
4.8881,0.9071
4.7396,0.7319
4.5013,0.6458
5.1606,1.7988
5.0892,1.5235
5.0106,1.0973
4.5783,0.6025
5.3565,0.7263
5.1107,0.9442
4.9054,1.2503
5.0072,0.5788
4.9171,0.2632
4.4465,0.5418
4.9097,1.1055
4.7371,1.1238
4.6903,1.1428
4.6343,0.9588
4.8313,1.0581
4.3667,0.8494
5.3049,1.2726
6.5694,0.8318
7.1439,1.5319
6.7316,0.7231
6.8941,0.847
7.1748,0.7748
7.3286,0.6287
6.6466,0.9392
7.3987,0.9133
7.2088,1.4839
6.9785,0.9213
6.9383,0.6635
6.9312,1.5071
6.9041,1.3904
7.0073,0.9274
7.0162,0.5237
7.2612,0.8594
7.4829,0.9507
7.1477,1.0873
6.9337,0.9174
7.1977,1.1402
7.0579,1.1239
6.6744,0.6045
7.3002,0.7002
7.0971,0.7656
7.0427,0.8394
7.1629,0.8986
7.0827,1.0039
6.7023,0.0421
6.9487,0.8555
6.9538,1.3929
0.6627,2.6034
1.2953,2.8424
1.1108,2.8181
0.9908,2.2942
1.0577,2.5813
0.5051,2.2014
0.9733,2.082
1.5072,2.7925
1.0311,2.5
1.0131,2.4826
0.7678,2.7881
0.9903,2.688
1.0735,2.6107
1.1348,2.8954
0.8821,2.794
0.9252,2.5758
1.6399,2.2817
0.2858,2.294
1.705,2.877
1.1067,1.9903
1.3162,2.4923
0.4737,1.8837
0.8134,2.8227
0.9121,2.7725
1.1337,2.5004
0.4718,2.4776
1.1491,1.7138
0.6165,2.6838
1.0209,1.8067
1.2063,1.7666
3.0253,2.3011
2.7001,2.1193
3.1301,2.4197
3.2141,2.0482
3.2712,2.4934
2.7814,2.3227
3.1421,3.1887
3.0318,2.86
3.2612,1.7104
3.1695,2.6396
3.2839,2.0579
2.9583,2.4193
2.9535,2.552
3.3187,2.7365
2.3284,2.4137
2.8404,2.9985
2.5982,2.3479
2.879,2.6036
3.2051,2.7102
3.2611,2.5269
2.679,2.7786
2.851,2.6022
3.0433,2.252
2.9077,1.9291
3.0954,3.0877
3.1265,2.3088
2.7059,2.5327
2.9441,2.6781
2.3258,2.5359
3.3622,2.2139
4.8521,2.3235
4.9605,2.4015
5.4677,2.3197
4.7278,2.1756
5.2481,2.2126
5.0976,2.4336
4.926,1.9628
4.6658,2.6921
4.9101,2.4627
4.9726,2.7211
4.5353,2.5853
5.0608,2.6563
4.74,2.031
4.9702,2.1774
5.1063,2.3586
4.7139,2.5347
4.9088,2.8569
5.1107,2.4083
4.4195,2.8989
5.3276,2.6503
5.7667,2.8713
5.3034,2.5401
4.9001,2.2923
5.1355,2.0315
4.6724,2.5492
5.5938,2.7588
5.2975,2.4075
5.249,2.329
4.723,2.4024
5.1012,2.1532
6.8441,2.4801
6.9428,1.8606
7.0145,2.1894
6.9798,2.6937
7.1933,2.4826
7.0346,2.1462
7.5736,2.3019
7.0987,2.5789
7.5706,2.186
6.7713,2.8083
7.1665,2.2974
6.9177,3.072
7.1898,2.1585
7.1878,2.563
6.3087,2.019
6.5804,2.2712
6.5443,2.3124
7.1271,2.6269
7.4649,2.7979
6.8967,2.595
7.2569,2.382
7.1725,2.7579
6.6674,2.7526
7.1257,2.538
6.7622,2.6806
7.4795,2.6305
6.9897,2.1879
7.5173,2.7402
6.8656,2.2922
7.1864,2.309
